strategy,config,runtime_ms,gflops,cost_estimate_ms
SimulatedAnnealing,split_d2_order_b-c-a-d0-d1_parallel_none_unroll_1,0.0591561,35.4511,0.123845
SimulatedAnnealing,split_d2_order_b-c-a-d0-d1_parallel_none_unroll_2,0.0609646,34.3995,0.130038
SimulatedAnnealing,split_d1_order_b-c-a-d0-d1_parallel_none_unroll_2,0.229613,9.13341,0.152985
SimulatedAnnealing,split_d1_order_a-c-b-d0-d1_parallel_none_unroll_2,0.402948,5.20452,0.152985
SimulatedAnnealing,split_d1_order_c-a-b-d0-d1_parallel_none_unroll_2,0.405316,5.17412,0.152985
SimulatedAnnealing,split_d1_order_c-a-b-d0-d1_parallel_a_unroll_2,1.49651,1.40136,1.48382
SimulatedAnnealing,split_d2_order_c-a-b-d0-d1_parallel_none_unroll_2,0.374367,5.60186,0.130038
SimulatedAnnealing,split_d2_order_c-b-a-d0-d1_parallel_none_unroll_2,0.0687059,30.5236,0.130038
SimulatedAnnealing,split_d2_order_c-b-a-d0-d1_parallel_a_unroll_2,45.9752,0.0456148,1.26788
SimulatedAnnealing,split_d2_order_c-b-a-d0-d1_parallel_none_unroll_1,0.0679857,30.847,0.123845
SimulatedAnnealing,split_d1_order_c-b-a-d0-d1_parallel_none_unroll_1,0.0687145,30.5198,0.1457
SimulatedAnnealing,split_d1_order_c-b-a-d0-d1_parallel_none_unroll_2,0.278181,7.5388,0.152985
SimulatedAnnealing,split_d1_order_c-b-a-d0-d1_parallel_a_unroll_1,45.663,0.0459267,1.41527
SimulatedAnnealing,split_d1_order_c-b-a-d0-d1_parallel_b_unroll_1,1.49984,1.39825,1.41527
SimulatedAnnealing,split_d1_order_c-b-a-d0-d1_parallel_b_unroll_2,1.57757,1.32935,1.48382
SimulatedAnnealing,split_d1_order_a-b-c-d0-d1_parallel_none_unroll_1,0.0537882,38.9891,0.147112
SimulatedAnnealing,split_d1_order_a-b-c-d0-d1_parallel_c_unroll_1,47.4646,0.0441835,1.42872
SimulatedAnnealing,split_d2_order_a-b-c-d0-d1_parallel_none_unroll_1,0.0523414,40.0668,0.125045
SimulatedAnnealing,split_d2_order_a-b-c-d0-d1_parallel_a_unroll_1,0.0557305,37.6303,1.22107
SimulatedAnnealing,split_d2_order_a-b-c-d0-d1_parallel_a_unroll_2,0.0575428,36.4451,1.27991
SimulatedAnnealing,split_d1_order_a-b-c-d0-d1_parallel_a_unroll_2,0.0706861,29.6685,1.49794
SimulatedAnnealing,split_d1_order_c-b-a-d0-d1_parallel_a_unroll_2,46.9256,0.044691,1.49794
SimulatedAnnealing,split_d1_order_a-b-c-d0-d1_parallel_c_unroll_2,46.0686,0.0455223,1.49794
SimulatedAnnealing,split_d1_order_a-b-c-d0-d1_parallel_d0_unroll_2,0.229479,9.13873,0.167951
SimulatedAnnealing,split_d1_order_c-b-a-d0-d1_parallel_d0_unroll_2,0.274985,7.62643,0.167951
SimulatedAnnealing,split_d1_order_c-b-a-d0-d1_parallel_none_unroll_2,0.274985,7.62643,0.154467
SimulatedAnnealing,split_d1_order_c-b-a-d0-d1_parallel_none_unroll_1,0.0737854,28.4223,0.147112
SimulatedAnnealing,split_d1_order_c-a-b-d0-d1_parallel_none_unroll_1,0.411628,5.09477,0.147112
SimulatedAnnealing,split_d1_order_c-a-b-d0-d1_parallel_none_unroll_2,0.412617,5.08257,0.154467
SimulatedAnnealing,split_d2_order_c-a-b-d0-d1_parallel_none_unroll_2,0.419695,4.99685,0.131297
SimulatedAnnealing,split_d2_order_c-a-b-d0-d1_parallel_none_unroll_1,0.423464,4.95237,0.125045
SimulatedAnnealing,split_d2_order_c-b-a-d0-d1_parallel_none_unroll_1,0.0718803,29.1756,0.125045
SimulatedAnnealing,split_d2_order_c-b-a-d0-d1_parallel_none_unroll_2,0.0740128,28.335,0.131297
SimulatedAnnealing,split_d2_order_a-b-c-d0-d1_parallel_none_unroll_1,0.0556076,37.7134,1.06955
SimulatedAnnealing,split_d1_order_a-b-c-d0-d1_parallel_none_unroll_1,0.0540093,38.8294,1.25829
SimulatedAnnealing,split_d1_order_a-b-c-d0-d1_parallel_none_unroll_2,0.241394,8.68767,1.32121
SimulatedAnnealing,split_d1_order_a-c-b-d0-d1_parallel_none_unroll_2,0.412371,5.08559,1.32121
SimulatedAnnealing,split_d1_order_c-a-b-d0-d1_parallel_none_unroll_2,0.426971,4.91169,1.32121
SimulatedAnnealing,split_d2_order_c-a-b-d0-d1_parallel_none_unroll_2,0.459903,4.55999,1.12302
SimulatedAnnealing,split_d2_order_a-c-b-d0-d1_parallel_none_unroll_2,0.397445,5.27658,1.12302
SimulatedAnnealing,split_d2_order_a-c-b-d0-d1_parallel_none_unroll_1,0.404917,5.17921,1.06955
SimulatedAnnealing,split_d1_order_a-c-b-d0-d1_parallel_none_unroll_1,0.403592,5.19622,1.25829
SimulatedAnnealing,split_d1_order_c-a-b-d0-d1_parallel_none_unroll_1,0.415389,5.04864,1.25829
SimulatedAnnealing,split_d2_order_c-a-b-d0-d1_parallel_none_unroll_1,0.406421,5.16005,1.06955
SimulatedAnnealing,split_d2_order_c-b-a-d0-d1_parallel_none_unroll_1,0.0700565,29.9351,1.06955
SimulatedAnnealing,split_d2_order_b-c-a-d0-d1_parallel_none_unroll_1,0.0608057,34.4894,1.06955
SimulatedAnnealing,split_d1_order_b-c-a-d0-d1_parallel_none_unroll_1,0.0539819,38.8492,1.25829
SimulatedAnnealing,split_d1_order_b-c-a-d0-d1_parallel_none_unroll_2,0.228153,9.19185,1.32121
SimulatedAnnealing,split_d1_order_b-a-c-d0-d1_parallel_none_unroll_1,0.055703,37.6488,1.25829
SimulatedAnnealing,split_d2_order_b-a-c-d0-d1_parallel_none_unroll_1,0.0531134,39.4844,1.06955
SimulatedAnnealing,split_d2_order_a-b-c-d0-d1_parallel_none_unroll_1,0.0568933,36.8611,1.06955
SimulatedAnnealing,split_d2_order_a-b-c-d0-d1_parallel_none_unroll_2,0.0570217,36.7781,1.12302
SimulatedAnnealing,split_d2_order_c-b-a-d0-d1_parallel_none_unroll_2,0.0750586,27.9402,1.12302
SimulatedAnnealing,split_d2_order_c-b-a-d0-d1_parallel_none_unroll_1,0.0706753,29.6731,1.06955
SimulatedAnnealing,split_d1_order_c-b-a-d0-d1_parallel_none_unroll_1,0.0693634,30.2343,1.25829
SimulatedAnnealing,split_d1_order_c-a-b-d0-d1_parallel_none_unroll_1,0.369031,5.68287,1.25829
SimulatedAnnealing,split_d1_order_a-c-b-d0-d1_parallel_none_unroll_1,0.407281,5.14916,1.25829
SimulatedAnnealing,split_d1_order_b-c-a-d0-d1_parallel_none_unroll_1,0.0571649,36.686,1.25829
SimulatedAnnealing,split_d2_order_b-c-a-d0-d1_parallel_none_unroll_1,0.0613391,34.1895,1.06955
SimulatedAnnealing,split_d2_order_b-c-a-d0-d1_parallel_none_unroll_2,0.0543976,38.5523,1.12302
SimulatedAnnealing,split_d1_order_b-c-a-d0-d1_parallel_none_unroll_2,0.228098,9.19407,1.32121
SimulatedAnnealing,split_d1_order_c-b-a-d0-d1_parallel_none_unroll_2,0.271252,7.73139,1.32121
SimulatedAnnealing,split_d1_order_c-a-b-d0-d1_parallel_none_unroll_2,0.414275,5.06222,1.32121
SimulatedAnnealing,split_d1_order_a-c-b-d0-d1_parallel_none_unroll_2,0.41368,5.06951,1.32121
SimulatedAnnealing,split_d2_order_a-c-b-d0-d1_parallel_none_unroll_2,0.397739,5.27268,1.12302
SimulatedAnnealing,split_d2_order_c-a-b-d0-d1_parallel_none_unroll_2,0.3729,5.6239,1.12302
SimulatedAnnealing,split_d2_order_a-b-c-d0-d1_parallel_none_unroll_1,0.0517823,40.4994,1.06955
SimulatedAnnealing,split_d2_order_a-c-b-d0-d1_parallel_none_unroll_1,0.405408,5.17295,1.06955
SimulatedAnnealing,split_d2_order_a-c-b-d0-d1_parallel_none_unroll_2,0.430228,4.87451,1.12302
SimulatedAnnealing,split_d2_order_a-b-c-d0-d1_parallel_none_unroll_2,0.054472,38.4996,1.12302
SimulatedAnnealing,split_d1_order_a-b-c-d0-d1_parallel_none_unroll_2,0.231977,9.04036,1.32121
SimulatedAnnealing,split_d1_order_b-a-c-d0-d1_parallel_none_unroll_2,0.221541,9.46622,1.32121
SimulatedAnnealing,split_d1_order_b-a-c-d0-d1_parallel_none_unroll_1,0.0527646,39.7454,1.25829
SimulatedAnnealing,split_d1_order_b-c-a-d0-d1_parallel_none_unroll_1,0.0609215,34.4238,1.25829
SimulatedAnnealing,split_d2_order_b-c-a-d0-d1_parallel_none_unroll_1,0.0540944,38.7684,1.06955
SimulatedAnnealing,split_d2_order_b-a-c-d0-d1_parallel_none_unroll_1,0.0501747,41.797,1.06955
SimulatedAnnealing,split_d2_order_b-a-c-d0-d1_parallel_none_unroll_2,0.0592856,35.3737,1.12302
SimulatedAnnealing,split_d2_order_b-c-a-d0-d1_parallel_none_unroll_2,0.0561481,37.3504,1.12302
SimulatedAnnealing,split_d1_order_b-c-a-d0-d1_parallel_none_unroll_2,0.227555,9.21601,1.32121
SimulatedAnnealing,split_d1_order_a-c-b-d0-d1_parallel_none_unroll_2,0.415906,5.04238,1.32121
SimulatedAnnealing,split_d1_order_a-c-b-d0-d1_parallel_none_unroll_1,0.407587,5.14529,1.25829
SimulatedAnnealing,split_d1_order_c-a-b-d0-d1_parallel_none_unroll_1,0.410876,5.1041,1.25829
SimulatedAnnealing,split_d1_order_c-a-b-d0-d1_parallel_none_unroll_2,0.410467,5.10919,1.32121
SimulatedAnnealing,split_d2_order_c-a-b-d0-d1_parallel_none_unroll_2,0.437358,4.79505,1.12302
SimulatedAnnealing,split_d2_order_a-b-c-d0-d1_parallel_none_unroll_1,0.0518365,40.4571,1.06955
SimulatedAnnealing,split_d2_order_a-c-b-d0-d1_parallel_none_unroll_1,0.399445,5.25016,1.06955
SimulatedAnnealing,split_d2_order_b-c-a-d0-d1_parallel_none_unroll_1,0.0569492,36.8249,1.06955
SimulatedAnnealing,split_d1_order_b-c-a-d0-d1_parallel_none_unroll_1,0.0570418,36.7652,1.25829
SimulatedAnnealing,split_d1_order_b-a-c-d0-d1_parallel_none_unroll_1,0.054944,38.1689,1.25829
SimulatedAnnealing,split_d2_order_b-a-c-d0-d1_parallel_none_unroll_1,0.0543464,38.5886,1.06955
SimulatedAnnealing,split_d2_order_b-a-c-d0-d1_parallel_none_unroll_2,0.0497427,42.16,1.12302
SimulatedAnnealing,split_d1_order_b-a-c-d0-d1_parallel_none_unroll_2,0.21958,9.55075,1.32121
SimulatedAnnealing,split_d2_order_b-c-a-d0-d1_parallel_none_unroll_2,0.0547133,38.3298,1.12302
SimulatedAnnealing,split_d1_order_b-c-a-d0-d1_parallel_none_unroll_2,0.241678,8.67746,1.32121
SimulatedAnnealing,split_d1_order_a-c-b-d0-d1_parallel_none_unroll_2,0.415551,5.04667,1.32121
SimulatedAnnealing,split_d1_order_a-c-b-d0-d1_parallel_none_unroll_1,0.416365,5.03682,1.25829
SimulatedAnnealing,split_d1_order_c-a-b-d0-d1_parallel_none_unroll_1,0.414599,5.05827,1.25829
SimulatedAnnealing,split_d1_order_c-b-a-d0-d1_parallel_none_unroll_1,0.0689966,30.395,1.25829
SimulatedAnnealing,split_d1_order_c-b-a-d0-d1_parallel_none_unroll_2,0.289352,7.24775,1.32121
SimulatedAnnealing,split_d1_order_a-b-c-d0-d1_parallel_none_unroll_2,0.254896,8.22749,1.32121
SimulatedAnnealing,split_d2_order_a-b-c-d0-d1_parallel_none_unroll_2,0.0554395,37.8278,1.12302
SimulatedAnnealing,split_d2_order_c-b-a-d0-d1_parallel_none_unroll_2,0.0721573,29.0636,1.12302
SimulatedAnnealing,split_d2_order_a-b-c-d0-d1_parallel_none_unroll_1,0.0529107,39.6357,1.06955
SimulatedAnnealing,split_d2_order_c-b-a-d0-d1_parallel_none_unroll_1,0.0702075,29.8707,1.06955
SimulatedAnnealing,split_d2_order_c-b-a-d0-d1_parallel_none_unroll_2,0.0712302,29.4419,1.12302
SimulatedAnnealing,split_d2_order_c-a-b-d0-d1_parallel_none_unroll_2,0.357677,5.86326,1.12302
SimulatedAnnealing,split_d1_order_c-a-b-d0-d1_parallel_none_unroll_2,0.402355,5.2122,1.32121
SimulatedAnnealing,split_d1_order_c-a-b-d0-d1_parallel_none_unroll_1,0.396631,5.28742,1.25829
SimulatedAnnealing,split_d2_order_c-a-b-d0-d1_parallel_none_unroll_1,0.375034,5.5919,1.06955
SimulatedAnnealing,split_d2_order_a-c-b-d0-d1_parallel_none_unroll_1,0.403561,5.19662,1.06955
SimulatedAnnealing,split_d2_order_a-c-b-d0-d1_parallel_none_unroll_2,0.402871,5.20552,1.12302
SimulatedAnnealing,split_d1_order_a-c-b-d0-d1_parallel_none_unroll_2,0.429429,4.88358,1.32121
SimulatedAnnealing,split_d1_order_a-c-b-d0-d1_parallel_none_unroll_1,0.421589,4.9744,1.25829
SimulatedAnnealing,split_d1_order_a-b-c-d0-d1_parallel_none_unroll_1,0.06056,34.6293,1.25829
SimulatedAnnealing,split_d1_order_a-b-c-d0-d1_parallel_none_unroll_2,0.249307,8.41194,1.32121
SimulatedAnnealing,split_d2_order_a-b-c-d0-d1_parallel_none_unroll_2,0.0524829,39.9588,1.12302
RandomSearch,split_d2_order_a-c-b-d0-d1_parallel_none_unroll_16,0.411468,5.09675,0.12959
RandomSearch,split_d4_order_c-b-a-d0-d1_parallel_none_unroll_2,0.273058,7.68024,0.12959
RandomSearch,split_d16_order_a-b-c-d0-d1_parallel_d0_unroll_2,1458.18,0.0014382,0.147968
RandomSearch,split_d32_order_b-c-a-d0-d1_parallel_none_unroll_2,0.227567,9.21553,0.12959
RandomSearch,split_d32_order_b-a-c-d0-d1_parallel_none_unroll_8,0.220095,9.52839,0.12959
RandomSearch,split_d8_order_a-b-c-d0-d1_parallel_none_unroll_4,0.232287,9.02829,0.12959
RandomSearch,split_d16_order_a-c-b-d0-d1_parallel_d0_unroll_8,1460.2,0.00143621,0.147968
RandomSearch,split_d16_order_a-c-b-d0-d1_parallel_d0_unroll_1,1455.17,0.00144117,0.143031
RandomSearch,split_d16_order_b-c-a-d0-d1_parallel_d0_unroll_1,1456.88,0.00143949,0.143031
RandomSearch,split_d4_order_b-c-a-d0-d1_parallel_none_unroll_2,0.241499,8.68391,0.12959
RandomSearch,split_d8_order_a-c-b-d0-d1_parallel_none_unroll_16,0.405355,5.17361,0.12959
RandomSearch,split_d16_order_a-b-c-d0-d1_parallel_d0_unroll_1,1465.22,0.00143128,0.144128
RandomSearch,split_d8_order_c-a-b-d0-d1_parallel_none_unroll_1,0.407038,5.15222,0.124855
RandomSearch,split_d4_order_c-b-a-d0-d1_parallel_none_unroll_2,0.274617,7.63664,0.131098
RandomSearch,split_d32_order_a-c-b-d0-d1_parallel_none_unroll_1,0.397714,5.27302,0.124855
RandomSearch,split_d8_order_a-b-c-d0-d1_parallel_none_unroll_4,0.242442,8.65013,0.131098
RandomSearch,split_d16_order_b-a-c-d0-d1_parallel_d0_unroll_8,1452.73,0.0014436,0.149123
RandomSearch,split_d2_order_a-b-c-d0-d1_parallel_none_unroll_1,0.0533764,39.2899,0.124855
RandomSearch,split_d16_order_a-b-c-d0-d1_parallel_none_unroll_2,0.243013,8.62978,0.131098
RandomSearch,split_d8_order_a-c-b-d0-d1_parallel_none_unroll_4,0.41874,5.00825,0.131098
RandomSearch,split_d4_order_a-b-c-d0-d1_parallel_none_unroll_16,0.0557156,37.6403,0.131098
RandomSearch,split_d32_order_b-a-c-d0-d1_parallel_none_unroll_8,0.219321,9.56202,0.131098
RandomSearch,split_d32_order_a-b-c-d0-d1_parallel_none_unroll_16,0.24023,8.72976,0.131098
RandomSearch,split_d2_order_c-b-a-d0-d1_parallel_none_unroll_4,0.0729746,28.7381,0.131098
RandomSearch,split_d1_order_b-a-c-d0-d1_parallel_none_unroll_1,0.0627684,33.411,0.146888
RandomSearch,split_d16_order_c-a-b-d0-d1_parallel_none_unroll_4,0.407922,5.14106,0.131098
RandomSearch,split_d16_order_c-a-b-d0-d1_parallel_none_unroll_1,0.415585,5.04626,0.124855
RandomSearch,split_d32_order_a-c-b-d0-d1_parallel_none_unroll_16,0.422075,4.96867,0.129433
RandomSearch,split_d16_order_a-b-c-d0-d1_parallel_d0_unroll_4,1453.11,0.00144321,0.147433
RandomSearch,split_d32_order_a-c-b-d0-d1_parallel_d0_unroll_1,1455.56,0.00144078,0.142502
RandomSearch,split_d32_order_c-a-b-d0-d1_parallel_none_unroll_16,0.420172,4.99118,0.129433
RandomSearch,split_d32_order_a-b-c-d0-d1_parallel_none_unroll_4,0.245486,8.54285,0.129433
RandomSearch,split_d16_order_a-b-c-d0-d1_parallel_none_unroll_4,0.245918,8.52786,0.129433
RandomSearch,split_d2_order_a-c-b-d0-d1_parallel_none_unroll_16,0.398271,5.26563,0.129433
RandomSearch,split_d32_order_c-a-b-d0-d1_parallel_none_unroll_2,0.439854,4.76783,0.129433
RandomSearch,split_d16_order_a-b-c-d0-d1_parallel_none_unroll_16,0.0563318,37.2286,0.129433
RandomSearch,split_d8_order_a-c-b-d0-d1_parallel_none_unroll_16,0.406346,5.161,0.129433
RandomSearch,split_d16_order_c-a-b-d0-d1_parallel_none_unroll_16,0.420292,4.98975,0.129433
RandomSearch,split_d32_order_a-b-c-d0-d1_parallel_none_unroll_8,0.228777,9.16678,0.129433
RandomSearch,split_d16_order_b-c-a-d0-d1_parallel_none_unroll_8,0.260351,8.05509,0.129433
RandomSearch,split_d16_order_c-b-a-d0-d1_parallel_none_unroll_2,0.287382,7.29745,0.129521
RandomSearch,split_d32_order_a-c-b-d0-d1_parallel_d0_unroll_1,1457.12,0.00143925,0.142818
RandomSearch,split_d8_order_b-c-a-d0-d1_parallel_none_unroll_2,0.250119,8.38462,0.129521
RandomSearch,split_d4_order_b-a-c-d0-d1_parallel_none_unroll_2,0.235338,8.91124,0.129521
RandomSearch,split_d16_order_b-c-a-d0-d1_parallel_none_unroll_4,0.254228,8.24911,0.129521
RandomSearch,split_d8_order_c-b-a-d0-d1_parallel_none_unroll_16,0.0710637,29.5109,0.129521
RandomSearch,split_d16_order_c-a-b-d0-d1_parallel_d0_unroll_1,1457.95,0.00143842,0.142818
RandomSearch,split_d2_order_c-b-a-d0-d1_parallel_none_unroll_16,0.0864308,24.2639,0.129521
RandomSearch,split_d32_order_b-a-c-d0-d1_parallel_none_unroll_8,0.234493,8.94334,0.129521
RandomSearch,split_d4_order_b-a-c-d0-d1_parallel_none_unroll_4,0.0636141,32.9668,0.129521
RandomSearch,split_d8_order_a-b-c-d0-d1_parallel_none_unroll_1,0.0598775,35.024,0.123353
RandomSearch,split_d2_order_a-c-b-d0-d1_parallel_none_unroll_4,0.394031,5.32231,0.129521
RandomSearch,split_d1_order_b-c-a-d0-d1_parallel_none_unroll_1,0.0632639,33.1493,0.145121
RandomSearch,split_d4_order_c-b-a-d0-d1_parallel_none_unroll_4,0.0694719,30.1871,0.129521
RandomSearch,split_d16_order_c-a-b-d0-d1_parallel_none_unroll_8,0.432338,4.85072,0.13257
RandomSearch,split_d4_order_c-b-a-d0-d1_parallel_none_unroll_8,0.0711574,29.472,0.13257
RandomSearch,split_d8_order_a-b-c-d0-d1_parallel_none_unroll_1,0.0603013,34.7779,0.126257
RandomSearch,split_d16_order_c-a-b-d0-d1_parallel_none_unroll_4,0.410602,5.10751,0.13257
RandomSearch,split_d8_order_c-b-a-d0-d1_parallel_none_unroll_1,0.0701273,29.9049,0.126257
RandomSearch,split_d16_order_c-b-a-d0-d1_parallel_none_unroll_16,0.0695574,30.1499,0.13257
RandomSearch,split_d8_order_b-c-a-d0-d1_parallel_none_unroll_16,0.0796128,26.3419,0.13257
RandomSearch,split_d2_order_b-a-c-d0-d1_parallel_none_unroll_16,0.0524417,39.9901,0.13257
RandomSearch,split_d4_order_a-c-b-d0-d1_parallel_none_unroll_4,0.40865,5.1319,0.13257
RandomSearch,split_d8_order_a-c-b-d0-d1_parallel_none_unroll_4,0.415424,5.04822,0.13257
SimulatedAnnealing,split_g1_order_a-b-c-d-e-f-g0-g1_parallel_none_unroll_1,0.000217445,20.1155,0.000203584
SimulatedAnnealing,split_g1_order_a-b-c-d-e-f-g0-g1_parallel_none_unroll_2,0.000517946,8.4449,0.000213763
SimulatedAnnealing,split_g1_order_a-d-c-b-e-f-g0-g1_parallel_none_unroll_2,0.000528841,8.27092,0.000213763
SimulatedAnnealing,split_g1_order_a-d-c-b-e-f-g0-g1_parallel_none_unroll_1,0.000201002,21.7609,0.000203584
SimulatedAnnealing,split_g1_order_c-d-a-b-e-f-g0-g1_parallel_none_unroll_1,0.000216541,20.1994,0.000203584
SimulatedAnnealing,split_g1_order_c-f-a-b-e-d-g0-g1_parallel_none_unroll_1,0.000285569,15.3168,0.000203584
SimulatedAnnealing,split_g1_order_c-f-a-e-b-d-g0-g1_parallel_none_unroll_1,0.000167488,26.1153,0.000203584
SimulatedAnnealing,split_g1_order_c-d-a-e-b-f-g0-g1_parallel_none_unroll_1,0.000172097,25.4159,0.000203584
SimulatedAnnealing,split_g1_order_e-d-a-c-b-f-g0-g1_parallel_none_unroll_1,0.000235102,18.6047,0.000203584
SimulatedAnnealing,split_g1_order_d-e-a-c-b-f-g0-g1_parallel_none_unroll_1,0.000229213,19.0827,0.000203584
SimulatedAnnealing,split_g1_order_d-f-a-c-b-e-g0-g1_parallel_none_unroll_1,0.000221344,19.7611,0.000203584
SimulatedAnnealing,split_g1_order_b-f-a-c-d-e-g0-g1_parallel_none_unroll_1,0.000265681,16.4634,0.000203584
SimulatedAnnealing,split_g1_order_b-f-d-c-a-e-g0-g1_parallel_none_unroll_1,0.000308877,14.161,0.000203584
SimulatedAnnealing,split_g1_order_c-f-d-b-a-e-g0-g1_parallel_none_unroll_1,0.000313713,13.9427,0.000203584
GeneticAlgorithm,split_g1_order_a-b-c-d-e-f-g0-g1_parallel_none_unroll_1,0.000179054,24.4284,0.000204943
GeneticAlgorithm,split_g1_order_a-b-c-d-f-e-g0-g1_parallel_none_unroll_1,0.000218929,19.9791,0.000204943
GeneticAlgorithm,split_g1_order_a-b-c-e-d-f-g0-g1_parallel_none_unroll_1,0.000220764,19.813,0.000204943
GeneticAlgorithm,split_g1_order_a-b-c-e-f-d-g0-g1_parallel_none_unroll_1,0.000174877,25.0118,0.000204943
GeneticAlgorithm,split_g1_order_c-e-f-d-a-b-g0-g1_parallel_none_unroll_1,0.000183768,23.8018,0.000204943
GeneticAlgorithm,split_g1_order_a-e-f-c-b-d-g0-g1_parallel_none_unroll_1,0.000201315,21.7271,0.000204943
GeneticAlgorithm,split_g1_order_a-c-e-d-f-b-g0-g1_parallel_none_unroll_4,0.00026988,16.2072,0.00021519
GeneticAlgorithm,split_g1_order_b-a-e-f-d-c-g0-g1_parallel_none_unroll_1,0.000221273,19.7674,0.000204943
GeneticAlgorithm,split_g1_order_a-b-e-d-c-f-g0-g1_parallel_none_unroll_4,0.000222395,19.6677,0.00021519
GeneticAlgorithm,split_g1_order_c-f-d-e-a-b-g0-g1_parallel_none_unroll_1,0.000213317,20.5047,0.000204943
GeneticAlgorithm,split_g1_order_a-b-f-e-d-c-g0-g1_parallel_none_unroll_16,0.000220103,19.8726,0.00021519
GeneticAlgorithm,split_g1_order_d-b-e-a-c-f-g0-g1_parallel_none_unroll_1,0.000265674,16.4638,0.000204943
GeneticAlgorithm,split_g1_order_f-e-c-b-d-a-g0-g1_parallel_none_unroll_1,0.000212715,20.5627,0.000204943
GeneticAlgorithm,split_g1_order_c-d-e-a-f-b-g0-g1_parallel_none_unroll_1,0.000218908,19.981,0.000204943
GeneticAlgorithm,split_g1_order_a-e-b-c-f-d-g0-g1_parallel_none_unroll_4,0.000201097,21.7507,0.00021519
GeneticAlgorithm,split_g1_order_a-b-e-d-c-f-g0-g1_parallel_none_unroll_1,0.000224752,19.4614,0.000204943
RandomSearch,split_g1_order_a-c-d-f-e-b-g0-g1_parallel_none_unroll_2,0.000517245,8.45635,0.000229991
RandomSearch,split_g1_order_a-e-c-d-f-b-g0-g1_parallel_none_unroll_4,0.00027624,15.8341,0.000229991
RandomSearch,split_g1_order_b-a-c-e-f-d-g0-g1_parallel_none_unroll_1,0.000201548,21.7021,0.000219039
RandomSearch,split_g1_order_d-f-c-a-e-b-g0-g1_parallel_none_unroll_1,0.000186643,23.4351,0.000219039
RandomSearch,split_g1_order_c-e-f-d-a-b-g0-g1_parallel_none_unroll_1,0.000176876,24.7292,0.000219039
RandomSearch,split_g1_order_a-e-f-c-b-d-g0-g1_parallel_none_unroll_1,0.000162947,26.843,0.000219039
RandomSearch,split_g1_order_a-c-e-d-f-b-g0-g1_parallel_none_unroll_4,0.000220536,19.8335,0.000229991
RandomSearch,split_g1_order_b-a-e-f-d-c-g0-g1_parallel_none_unroll_1,0.00018068,24.2086,0.000219039
RandomSearch,split_g1_order_a-b-e-d-c-f-g0-g1_parallel_none_unroll_4,0.000181414,24.1107,0.000229991
RandomSearch,split_g1_order_c-f-d-e-a-b-g0-g1_parallel_none_unroll_1,0.000172855,25.3045,0.000219039
RandomSearch,split_g1_order_a-b-f-e-d-c-g0-g1_parallel_none_unroll_16,0.000188982,23.1451,0.000229991
RandomSearch,split_g1_order_d-b-e-a-c-f-g0-g1_parallel_none_unroll_1,0.000210618,20.7674,0.000219039
RandomSearch,split_g1_order_a-d-e-b-f-c-g0-g1_parallel_none_unroll_16,0.000196306,22.2816,0.000229991
RandomSearch,split_g1_order_c-d-a-b-f-e-g0-g1_parallel_none_unroll_1,0.000191217,22.8746,0.000219039
RandomSearch,split_g1_order_d-f-c-e-b-a-g0-g1_parallel_none_unroll_1,0.000206484,21.1833,0.000219039
RandomSearch,split_g1_order_a-c-e-b-d-f-g0-g1_parallel_none_unroll_1,0.000210377,20.7912,0.000219039
RandomSearch,split_g1_order_c-b-a-f-d-e-g0-g1_parallel_none_unroll_1,0.000174213,25.1072,0.000219039
SimulatedAnnealing,split_c2_order_a-b-c0-c1_parallel_none_unroll_1,0.000186714,43.8747,0.000238817
SimulatedAnnealing,split_c4_order_a-b-c0-c1_parallel_none_unroll_1,0.000215014,38.0999,0.000238817
SimulatedAnnealing,split_c4_order_b-a-c0-c1_parallel_none_unroll_1,0.000356188,22.9991,0.000238817
SimulatedAnnealing,split_c2_order_b-a-c0-c1_parallel_none_unroll_1,0.000409411,20.0092,0.000238817
SimulatedAnnealing,split_c2_order_b-a-c0-c1_parallel_none_unroll_2,0.000345848,23.6867,0.000250758
SimulatedAnnealing,split_c2_order_a-b-c0-c1_parallel_none_unroll_2,0.000178797,45.8174,0.000250758
GeneticAlgorithm,split_c2_order_a-b-c0-c1_parallel_none_unroll_1,0.000140985,58.1056,0.000248693
GeneticAlgorithm,split_c2_order_b-a-c0-c1_parallel_none_unroll_1,0.000306097,26.7627,0.000248693
GeneticAlgorithm,split_c4_order_a-b-c0-c1_parallel_none_unroll_1,0.000218743,37.4504,0.000248693
GeneticAlgorithm,split_c4_order_b-a-c0-c1_parallel_none_unroll_1,0.000283572,28.8886,0.000248693
GeneticAlgorithm,split_c2_order_a-b-c0-c1_parallel_none_unroll_16,0.000227943,35.9387,0.000261127
GeneticAlgorithm,split_c2_order_a-b-c0-c1_parallel_none_unroll_4,0.000145292,56.3832,0.000261127
GeneticAlgorithm,split_c2_order_b-a-c0-c1_parallel_none_unroll_2,0.000333219,24.5844,0.000261127
GeneticAlgorithm,split_c2_order_a-b-c0-c1_parallel_none_unroll_2,0.00020852,39.2865,0.000261127
GeneticAlgorithm,split_c2_order_a-b-c0-c1_parallel_none_unroll_8,0.000203542,40.2473,0.000261127
