strategy,config,runtime_ms,gflops,cost_estimate_ms
GeneticAlgorithm,split_c2_order_b-a-c0-c1_parallel_none_unroll_1,0.000306097,26.7627,0.000248693
GeneticAlgorithm,split_c2_order_a-b-c0-c1_parallel_none_unroll_1,0.000140985,58.1056,0.000248693
GeneticAlgorithm,split_c4_order_a-b-c0-c1_parallel_none_unroll_1,0.000218743,37.4504,0.000248693
GeneticAlgorithm,split_c2_order_b-a-c0-c1_parallel_none_unroll_4,0.000412772,19.8463,0.000261127
GeneticAlgorithm,split_c8_order_a-b-c0-c1_parallel_none_unroll_1,0.000238951,34.2832,0.000248693
GeneticAlgorithm,split_c16_order_a-b-c0-c1_parallel_none_unroll_1,0.000219473,37.3258,0.000248693
GeneticAlgorithm,split_c8_order_b-a-c0-c1_parallel_none_unroll_1,0.000294592,27.8079,0.000248693
GeneticAlgorithm,split_c16_order_b-a-c0-c1_parallel_none_unroll_1,0.0004055,20.2022,0.000248693
GeneticAlgorithm,split_c2_order_b-a-c0-c1_parallel_none_unroll_8,0.000481924,16.9985,0.000261127
RandomSearch,split_c16_order_a-b-c0-c1_parallel_none_unroll_1,0.000208963,39.203,0.000238726
RandomSearch,split_c8_order_a-b-c0-c1_parallel_none_unroll_1,0.000223931,36.5827,0.000238726
RandomSearch,split_c2_order_b-a-c0-c1_parallel_none_unroll_8,0.000280354,29.2202,0.000250662
RandomSearch,split_c2_order_b-a-c0-c1_parallel_none_unroll_4,0.000278625,29.4015,0.000250662
RandomSearch,split_c2_order_a-b-c0-c1_parallel_none_unroll_16,0.000133203,61.5001,0.000250662
RandomSearch,split_c2_order_a-b-c0-c1_parallel_none_unroll_4,0.000132507,61.823,0.000250662
RandomSearch,split_c2_order_b-a-c0-c1_parallel_none_unroll_2,0.00027809,29.4581,0.000250662
RandomSearch,split_c2_order_a-b-c0-c1_parallel_none_unroll_2,0.000133218,61.4933,0.000250662
RandomSearch,split_c2_order_a-b-c0-c1_parallel_none_unroll_8,0.000134933,60.7115,0.000250662
RandomSearch,split_c2_order_b-a-c0-c1_parallel_none_unroll_1,0.000283634,28.8823,0.000238726
RandomSearch,split_c2_order_a-b-c0-c1_parallel_none_unroll_1,0.000231892,35.3268,0.000238726
RandomSearch,split_c4_order_a-b-c0-c1_parallel_none_unroll_1,0.00013864,59.0882,0.000238726
RandomSearch,split_c16_order_b-a-c0-c1_parallel_none_unroll_1,0.000288838,28.3619,0.000238726
RandomSearch,split_c8_order_b-a-c0-c1_parallel_none_unroll_1,0.000276591,29.6178,0.000238726
RandomSearch,split_c4_order_b-a-c0-c1_parallel_none_unroll_1,0.000285562,28.6873,0.000238726
GeneticAlgorithm,split_d2_order_a-b-c-d0-d1_parallel_none_unroll_1,0.0531972,39.4223,0.127455
GeneticAlgorithm,split_d2_order_a-c-b-d0-d1_parallel_none_unroll_1,0.434676,4.82464,0.127455
GeneticAlgorithm,split_d2_order_b-a-c-d0-d1_parallel_none_unroll_1,0.0509097,41.1936,0.127455
GeneticAlgorithm,split_d2_order_b-c-a-d0-d1_parallel_none_unroll_1,0.0549849,38.1405,0.127455
GeneticAlgorithm,split_d2_order_c-a-b-d0-d1_parallel_none_unroll_1,0.377488,5.55554,0.127455
GeneticAlgorithm,split_d32_order_b-a-c-d0-d1_parallel_none_unroll_1,0.0549446,38.1685,0.127455
GeneticAlgorithm,split_d2_order_a-c-b-d0-d1_parallel_none_unroll_1,0.434676,4.82464,0.127455
GeneticAlgorithm,split_d8_order_c-b-a-d0-d1_parallel_none_unroll_1,0.0730268,28.7176,0.127455
GeneticAlgorithm,split_d16_order_a-b-c-d0-d1_parallel_none_unroll_1,0.0574754,36.4878,0.127455
GeneticAlgorithm,split_d2_order_a-b-c-d0-d1_parallel_none_unroll_2,0.0566416,37.0249,0.133828
GeneticAlgorithm,split_d2_order_a-b-c-d0-d1_parallel_none_unroll_1,0.0531972,39.4223,0.127455
GeneticAlgorithm,split_d2_order_a-b-c-d0-d1_parallel_none_unroll_4,0.0562755,37.2658,0.133828
GeneticAlgorithm,split_d8_order_c-a-b-d0-d1_parallel_none_unroll_1,0.370527,5.65992,0.127455
GeneticAlgorithm,split_d16_order_c-a-b-d0-d1_parallel_none_unroll_1,0.360085,5.82404,0.127455
GeneticAlgorithm,split_d2_order_c-b-a-d0-d1_parallel_none_unroll_1,0.0725288,28.9148,0.127455
GeneticAlgorithm,split_d8_order_b-a-c-d0-d1_parallel_none_unroll_1,0.0550374,38.1041,0.127455
GeneticAlgorithm,split_d4_order_b-a-c-d0-d1_parallel_none_unroll_1,0.0500328,41.9155,0.127455
GeneticAlgorithm,split_d32_order_c-b-a-d0-d1_parallel_none_unroll_1,0.0759928,27.5967,0.127455
GeneticAlgorithm,split_d4_order_b-c-a-d0-d1_parallel_none_unroll_1,0.057214,36.6545,0.127455
GeneticAlgorithm,split_d32_order_b-c-a-d0-d1_parallel_none_unroll_1,0.0584107,35.9036,0.127455
GeneticAlgorithm,split_d8_order_a-b-c-d0-d1_parallel_none_unroll_1,0.0580849,36.105,0.127455
GeneticAlgorithm,split_d16_order_b-c-a-d0-d1_parallel_none_unroll_1,0.0588928,35.6097,0.127455
GeneticAlgorithm,split_d16_order_b-a-c-d0-d1_parallel_none_unroll_1,0.0548957,38.2025,0.127455
GeneticAlgorithm,split_d16_order_c-b-a-d0-d1_parallel_none_unroll_1,0.0726819,28.8538,0.127455
GeneticAlgorithm,split_d8_order_b-c-a-d0-d1_parallel_none_unroll_1,0.0583426,35.9455,0.127455
GeneticAlgorithm,split_d4_order_a-b-c-d0-d1_parallel_none_unroll_1,0.0579395,36.1956,0.127455
GeneticAlgorithm,split_d32_order_a-b-c-d0-d1_parallel_none_unroll_1,0.0579457,36.1916,0.127455
GeneticAlgorithm,split_d16_order_a-c-b-d0-d1_parallel_none_unroll_1,0.385747,5.4366,0.127455
GeneticAlgorithm,split_d4_order_c-a-b-d0-d1_parallel_none_unroll_1,0.366089,5.72854,0.127455
GeneticAlgorithm,split_d32_order_a-c-b-d0-d1_parallel_none_unroll_1,0.403671,5.1952,0.127455
GeneticAlgorithm,split_d8_order_a-c-b-d0-d1_parallel_none_unroll_1,0.417141,5.02745,0.127455
GeneticAlgorithm,split_d4_order_a-c-b-d0-d1_parallel_none_unroll_1,0.388193,5.40235,0.127455
GeneticAlgorithm,split_d4_order_c-b-a-d0-d1_parallel_none_unroll_1,0.0723411,28.9898,0.127455
GeneticAlgorithm,split_d32_order_c-a-b-d0-d1_parallel_none_unroll_1,0.388659,5.39587,0.127455
GeneticAlgorithm,split_d2_order_a-b-c-d0-d1_parallel_none_unroll_1,0.0535205,39.1841,0.120919
GeneticAlgorithm,split_d2_order_a-c-b-d0-d1_parallel_none_unroll_1,0.368773,5.68684,0.120919
GeneticAlgorithm,split_d2_order_b-a-c-d0-d1_parallel_none_unroll_1,0.050428,41.587,0.120919
GeneticAlgorithm,split_d2_order_b-c-a-d0-d1_parallel_none_unroll_1,0.0535005,39.1987,0.120919
GeneticAlgorithm,split_d2_order_c-a-b-d0-d1_parallel_none_unroll_1,0.387013,5.41881,0.120919
GeneticAlgorithm,split_d32_order_b-a-c-d0-d1_parallel_none_unroll_1,0.0507054,41.3596,0.120919
GeneticAlgorithm,split_d2_order_a-c-b-d0-d1_parallel_none_unroll_1,0.368773,5.68684,0.120919
GeneticAlgorithm,split_d8_order_c-b-a-d0-d1_parallel_none_unroll_1,0.0679676,30.8552,0.120919
GeneticAlgorithm,split_d16_order_a-b-c-d0-d1_parallel_none_unroll_1,0.0537846,38.9917,0.120919
GeneticAlgorithm,split_d2_order_a-b-c-d0-d1_parallel_none_unroll_2,0.0529724,39.5895,0.126965
GeneticAlgorithm,split_d2_order_a-b-c-d0-d1_parallel_none_unroll_1,0.0535205,39.1841,0.120919
GeneticAlgorithm,split_d2_order_a-b-c-d0-d1_parallel_none_unroll_4,0.0531242,39.4764,0.126965
GeneticAlgorithm,split_d2_order_b-a-c-d0-d1_parallel_none_unroll_4,0.0548932,38.2042,0.126965
GeneticAlgorithm,split_d32_order_b-c-a-d0-d1_parallel_none_unroll_1,0.0578951,36.2233,0.120919
GeneticAlgorithm,split_d4_order_a-c-b-d0-d1_parallel_none_unroll_1,0.380285,5.51469,0.120919
GeneticAlgorithm,split_d32_order_a-b-c-d0-d1_parallel_none_unroll_1,0.0571274,36.7101,0.120919
GeneticAlgorithm,split_d2_order_b-a-c-d0-d1_parallel_none_unroll_2,0.0545487,38.4455,0.126965
GeneticAlgorithm,split_d32_order_a-c-b-d0-d1_parallel_none_unroll_1,0.396878,5.28413,0.120919
GeneticAlgorithm,split_d32_order_c-b-a-d0-d1_parallel_none_unroll_1,0.0703005,29.8312,0.120919
GeneticAlgorithm,split_d8_order_a-b-c-d0-d1_parallel_none_unroll_1,0.0542771,38.6379,0.120919
GeneticAlgorithm,split_d16_order_c-b-a-d0-d1_parallel_none_unroll_1,0.074123,28.2928,0.120919
GeneticAlgorithm,split_d16_order_b-a-c-d0-d1_parallel_none_unroll_1,0.0553365,37.8982,0.120919
GeneticAlgorithm,split_d2_order_b-c-a-d0-d1_parallel_none_unroll_2,0.0580729,36.1124,0.126965
SimulatedAnnealing,split_g1_order_a-b-c-d-e-f-g0-g1_parallel_none_unroll_1,0.000220823,19.8077,0.000203094
SimulatedAnnealing,split_g1_order_a-b-c-d-e-f-g0-g1_parallel_none_unroll_2,0.000524227,8.34371,0.000213249
SimulatedAnnealing,split_g1_order_a-d-c-b-e-f-g0-g1_parallel_none_unroll_2,0.000531862,8.22393,0.000213249
SimulatedAnnealing,split_g1_order_a-d-c-b-e-f-g0-g1_parallel_none_unroll_1,0.00021188,20.6438,0.000203094
SimulatedAnnealing,split_g1_order_c-d-a-b-e-f-g0-g1_parallel_none_unroll_1,0.000217364,20.123,0.000203094
SimulatedAnnealing,split_g1_order_c-f-a-b-e-d-g0-g1_parallel_none_unroll_1,0.000226855,19.281,0.000203094
SimulatedAnnealing,split_g1_order_c-f-a-e-b-d-g0-g1_parallel_none_unroll_1,0.000197643,22.1308,0.000203094
SimulatedAnnealing,split_g1_order_c-d-a-e-b-f-g0-g1_parallel_none_unroll_1,0.00021195,20.637,0.000203094
SimulatedAnnealing,split_g1_order_e-d-a-c-b-f-g0-g1_parallel_none_unroll_1,0.000234235,18.6736,0.000203094
SimulatedAnnealing,split_g1_order_d-e-a-c-b-f-g0-g1_parallel_none_unroll_1,0.00022527,19.4167,0.000203094
SimulatedAnnealing,split_g1_order_d-f-a-c-b-e-g0-g1_parallel_none_unroll_1,0.000179212,24.4068,0.000203094
SimulatedAnnealing,split_g1_order_b-f-a-c-d-e-g0-g1_parallel_none_unroll_1,0.000226654,19.2982,0.000203094
SimulatedAnnealing,split_g1_order_b-f-d-c-a-e-g0-g1_parallel_none_unroll_1,0.000308203,14.1919,0.000203094
SimulatedAnnealing,split_g1_order_c-f-d-b-a-e-g0-g1_parallel_none_unroll_1,0.000316219,13.8322,0.000203094
GeneticAlgorithm,split_g1_order_a-b-c-d-e-f-g0-g1_parallel_none_unroll_1,0.000183666,23.815,0.000204571
GeneticAlgorithm,split_g1_order_a-b-c-d-f-e-g0-g1_parallel_none_unroll_1,0.000213074,20.528,0.000204571
GeneticAlgorithm,split_g1_order_a-b-c-e-d-f-g0-g1_parallel_none_unroll_1,0.00021,20.8286,0.000204571
GeneticAlgorithm,split_g1_order_a-b-c-e-f-d-g0-g1_parallel_none_unroll_1,0.000207397,21.09,0.000204571
GeneticAlgorithm,split_g1_order_c-e-f-d-a-b-g0-g1_parallel_none_unroll_1,0.00022478,19.459,0.000204571
GeneticAlgorithm,split_g1_order_a-e-f-c-b-d-g0-g1_parallel_none_unroll_1,0.000202352,21.6158,0.000204571
GeneticAlgorithm,split_g1_order_a-c-e-d-f-b-g0-g1_parallel_none_unroll_4,0.00026627,16.4269,0.000214799
GeneticAlgorithm,split_g1_order_b-a-e-f-d-c-g0-g1_parallel_none_unroll_1,0.000177365,24.6611,0.000204571
GeneticAlgorithm,split_g1_order_a-b-e-d-c-f-g0-g1_parallel_none_unroll_4,0.000219393,19.9368,0.000214799
GeneticAlgorithm,split_g1_order_c-f-d-e-a-b-g0-g1_parallel_none_unroll_1,0.00020928,20.9002,0.000204571
GeneticAlgorithm,split_g1_order_a-b-f-e-d-c-g0-g1_parallel_none_unroll_16,0.000188977,23.1456,0.000214799
GeneticAlgorithm,split_g1_order_d-b-e-a-c-f-g0-g1_parallel_none_unroll_1,0.000262917,16.6364,0.000204571
GeneticAlgorithm,split_g1_order_f-e-c-b-d-a-g0-g1_parallel_none_unroll_1,0.00021412,20.4278,0.000204571
GeneticAlgorithm,split_g1_order_d-b-c-f-e-a-g0-g1_parallel_none_unroll_1,0.000223634,19.5588,0.000204571
GeneticAlgorithm,split_g1_order_a-e-b-c-f-d-g0-g1_parallel_none_unroll_1,0.000202946,21.5525,0.000204571
GeneticAlgorithm,split_g1_order_a-b-e-d-c-f-g0-g1_parallel_none_unroll_1,0.000205909,21.2424,0.000204571
RandomSearch,split_g1_order_a-c-d-f-e-b-g0-g1_parallel_none_unroll_2,0.000482793,9.05979,0.000211158
RandomSearch,split_g1_order_a-e-c-d-f-b-g0-g1_parallel_none_unroll_4,0.000219334,19.9422,0.000211158
RandomSearch,split_g1_order_b-a-c-e-f-d-g0-g1_parallel_none_unroll_1,0.000171579,25.4926,0.000201103
RandomSearch,split_g1_order_d-f-c-a-e-b-g0-g1_parallel_none_unroll_1,0.000198948,21.9857,0.000201103
RandomSearch,split_g1_order_c-e-f-d-a-b-g0-g1_parallel_none_unroll_1,0.000189147,23.1249,0.000201103
RandomSearch,split_g1_order_a-e-f-c-b-d-g0-g1_parallel_none_unroll_1,0.000174247,25.1023,0.000201103
RandomSearch,split_g1_order_a-c-e-d-f-b-g0-g1_parallel_none_unroll_4,0.000225559,19.3918,0.000211158
RandomSearch,split_g1_order_b-a-e-f-d-c-g0-g1_parallel_none_unroll_1,0.000182467,23.9715,0.000201103
RandomSearch,split_g1_order_a-b-e-d-c-f-g0-g1_parallel_none_unroll_4,0.00018112,24.1497,0.000211158
RandomSearch,split_g1_order_c-f-d-e-a-b-g0-g1_parallel_none_unroll_1,0.000170417,25.6665,0.000201103
RandomSearch,split_g1_order_a-b-f-e-d-c-g0-g1_parallel_none_unroll_16,0.000191336,22.8603,0.000211158
RandomSearch,split_g1_order_d-b-e-a-c-f-g0-g1_parallel_none_unroll_1,0.000221805,19.72,0.000201103
RandomSearch,split_g1_order_a-d-e-b-f-c-g0-g1_parallel_none_unroll_16,0.000236004,18.5336,0.000211158
RandomSearch,split_g1_order_c-d-a-b-f-e-g0-g1_parallel_none_unroll_1,0.000211168,20.7133,0.000201103
RandomSearch,split_g1_order_d-f-c-e-b-a-g0-g1_parallel_none_unroll_1,0.000224027,19.5244,0.000201103
RandomSearch,split_g1_order_a-c-e-b-d-f-g0-g1_parallel_none_unroll_1,0.000236574,18.4889,0.000201103
RandomSearch,split_g1_order_c-b-a-f-d-e-g0-g1_parallel_none_unroll_1,0.000211313,20.6992,0.000201103
SimulatedAnnealing,split_c2_order_a-b-c0-c1_parallel_none_unroll_1,0.000171976,47.6345,0.000234476
SimulatedAnnealing,split_c4_order_a-b-c0-c1_parallel_none_unroll_1,0.000165473,49.5065,0.000234476
SimulatedAnnealing,split_c4_order_b-a-c0-c1_parallel_none_unroll_1,0.000357164,22.9362,0.000234476
SimulatedAnnealing,split_c2_order_b-a-c0-c1_parallel_none_unroll_1,0.000367097,22.3157,0.000234476
SimulatedAnnealing,split_c2_order_b-a-c0-c1_parallel_none_unroll_2,0.000306851,26.697,0.0002462
SimulatedAnnealing,split_c2_order_a-b-c0-c1_parallel_none_unroll_2,0.000167908,48.7888,0.0002462
GeneticAlgorithm,split_c2_order_a-b-c0-c1_parallel_none_unroll_1,0.000149142,54.9275,0.000232454
GeneticAlgorithm,split_c2_order_b-a-c0-c1_parallel_none_unroll_1,0.000295399,27.732,0.000232454
GeneticAlgorithm,split_c4_order_a-b-c0-c1_parallel_none_unroll_1,0.000137405,59.6193,0.000232454
GeneticAlgorithm,split_c4_order_b-a-c0-c1_parallel_none_unroll_1,0.00029464,27.8034,0.000232454
GeneticAlgorithm,split_c2_order_a-b-c0-c1_parallel_none_unroll_16,0.000160655,50.9911,0.000244076
GeneticAlgorithm,split_c2_order_a-b-c0-c1_parallel_none_unroll_4,0.000143051,57.2664,0.000244076
GeneticAlgorithm,split_c2_order_b-a-c0-c1_parallel_none_unroll_2,0.000359315,22.7989,0.000244076
GeneticAlgorithm,split_c2_order_a-b-c0-c1_parallel_none_unroll_2,0.000165044,49.6354,0.000244076
GeneticAlgorithm,split_c2_order_a-b-c0-c1_parallel_none_unroll_8,0.000170133,48.1505,0.000244076
GeneticAlgorithm,split_c2_order_b-a-c0-c1_parallel_none_unroll_1,0.000295399,27.732,0.000232454
GeneticAlgorithm,split_c2_order_a-b-c0-c1_parallel_none_unroll_1,0.000149142,54.9275,0.000232454
GeneticAlgorithm,split_c4_order_a-b-c0-c1_parallel_none_unroll_1,0.000137405,59.6193,0.000232454
GeneticAlgorithm,split_c2_order_b-a-c0-c1_parallel_none_unroll_8,0.00036557,22.4088,0.000244076
GeneticAlgorithm,split_c2_order_b-a-c0-c1_parallel_none_unroll_4,0.000354646,23.0991,0.000244076
GeneticAlgorithm,split_c8_order_b-a-c0-c1_parallel_none_unroll_1,0.000357633,22.9062,0.000232454
GeneticAlgorithm,split_c16_order_b-a-c0-c1_parallel_none_unroll_1,0.000345438,23.7148,0.000232454
GeneticAlgorithm,split_c8_order_a-b-c0-c1_parallel_none_unroll_1,0.000171308,47.8203,0.000232454
GeneticAlgorithm,split_c16_order_a-b-c0-c1_parallel_none_unroll_1,0.000170769,47.9713,0.000232454
RandomSearch,split_c16_order_a-b-c0-c1_parallel_none_unroll_1,0.000170639,48.0078,0.000232949
RandomSearch,split_c8_order_a-b-c0-c1_parallel_none_unroll_1,0.000172815,47.4033,0.000232949
RandomSearch,split_c2_order_b-a-c0-c1_parallel_none_unroll_8,0.000299547,27.3479,0.000244596
RandomSearch,split_c2_order_b-a-c0-c1_parallel_none_unroll_4,0.000296271,27.6503,0.000244596
RandomSearch,split_c2_order_a-b-c0-c1_parallel_none_unroll_16,0.000138439,59.1739,0.000244596
RandomSearch,split_c2_order_a-b-c0-c1_parallel_none_unroll_4,0.000140419,58.3399,0.000244596
RandomSearch,split_c2_order_b-a-c0-c1_parallel_none_unroll_2,0.000298698,27.4257,0.000244596
RandomSearch,split_c2_order_a-b-c0-c1_parallel_none_unroll_2,0.000139517,58.7168,0.000244596
RandomSearch,split_c2_order_a-b-c0-c1_parallel_none_unroll_8,0.000132841,61.6678,0.000244596
RandomSearch,split_c2_order_b-a-c0-c1_parallel_none_unroll_1,0.000296991,27.5833,0.000232949
RandomSearch,split_c2_order_a-b-c0-c1_parallel_none_unroll_1,0.000174164,47.036,0.000232949
RandomSearch,split_c4_order_a-b-c0-c1_parallel_none_unroll_1,0.000173911,47.1046,0.000232949
RandomSearch,split_c16_order_b-a-c0-c1_parallel_none_unroll_1,0.000303179,27.0203,0.000232949
RandomSearch,split_c8_order_b-a-c0-c1_parallel_none_unroll_1,0.00034702,23.6067,0.000232949
RandomSearch,split_c4_order_b-a-c0-c1_parallel_none_unroll_1,0.000358707,22.8376,0.000232949
RandomSearch,split_c4_order_b-a-c0-c1_parallel_none_unroll_1,124.552,2.1552,14.1787
RandomSearch,split_c1_order_a-b-c0-c1_parallel_c0_unroll_4,119.761,2.24143,14.0562
SimulatedAnnealing,split_g1_order_a-b-c-d-e-f-g0-g1_parallel_none_unroll_1,0.00027501,15.9049,0.000202144
SimulatedAnnealing,split_g1_order_a-b-c-d-e-f-g0-g1_parallel_none_unroll_2,0.000604515,7.23555,0.000212252
SimulatedAnnealing,split_g1_order_a-d-c-b-e-f-g0-g1_parallel_none_unroll_2,0.00070265,6.22501,0.000212252
SimulatedAnnealing,split_g1_order_a-d-c-b-e-f-g0-g1_parallel_none_unroll_1,0.000166228,26.3132,0.000202144
SimulatedAnnealing,split_g1_order_c-d-a-b-e-f-g0-g1_parallel_none_unroll_1,0.000172106,25.4146,0.000202144
SimulatedAnnealing,split_g1_order_c-f-a-b-e-d-g0-g1_parallel_none_unroll_1,0.000361391,12.1032,0.000202144
SimulatedAnnealing,split_g1_order_c-f-a-e-b-d-g0-g1_parallel_none_unroll_1,0.000233047,18.7688,0.000202144
SimulatedAnnealing,split_g1_order_c-d-a-e-b-f-g0-g1_parallel_none_unroll_1,0.000239445,18.2672,0.000202144
SimulatedAnnealing,split_g1_order_e-d-a-c-b-f-g0-g1_parallel_none_unroll_1,0.000321223,13.6167,0.000202144
SimulatedAnnealing,split_g1_order_d-e-a-c-b-f-g0-g1_parallel_none_unroll_1,0.000326757,13.3861,0.000202144
SimulatedAnnealing,split_g1_order_f-e-a-c-b-d-g0-g1_parallel_none_unroll_1,0.000310568,14.0839,0.000202144
SimulatedAnnealing,split_g1_order_b-e-a-c-f-d-g0-g1_parallel_none_unroll_1,0.000204298,21.4099,0.000202144
SimulatedAnnealing,split_g1_order_b-e-a-d-f-c-g0-g1_parallel_none_unroll_1,0.000233718,18.7149,0.000202144
SimulatedAnnealing,split_g1_order_c-e-a-d-f-b-g0-g1_parallel_none_unroll_1,0.000297352,14.7098,0.000202144
GeneticAlgorithm,split_g1_order_a-b-c-d-e-f-g0-g1_parallel_none_unroll_1,0.000164223,26.6345,0.000207279
GeneticAlgorithm,split_g1_order_a-b-c-d-f-e-g0-g1_parallel_none_unroll_1,0.000176161,24.8296,0.000207279
GeneticAlgorithm,split_g1_order_a-b-c-e-d-f-g0-g1_parallel_none_unroll_1,0.000290016,15.082,0.000207279
GeneticAlgorithm,split_g1_order_a-b-c-e-f-d-g0-g1_parallel_none_unroll_1,0.000241982,18.0757,0.000207279
GeneticAlgorithm,split_g1_order_c-e-f-d-a-b-g0-g1_parallel_none_unroll_1,0.000290774,15.0426,0.000207279
GeneticAlgorithm,split_g1_order_a-e-f-c-b-d-g0-g1_parallel_none_unroll_1,0.000229342,19.072,0.000207279
GeneticAlgorithm,split_g1_order_a-c-e-d-f-b-g0-g1_parallel_none_unroll_4,0.000347718,12.5792,0.000217643
GeneticAlgorithm,split_g1_order_b-a-e-f-d-c-g0-g1_parallel_none_unroll_1,0.000273683,15.982,0.000207279
GeneticAlgorithm,split_g1_order_a-b-e-d-c-f-g0-g1_parallel_none_unroll_4,0.000245686,17.8032,0.000217643
GeneticAlgorithm,split_g1_order_c-f-d-e-a-b-g0-g1_parallel_none_unroll_1,0.000281062,15.5624,0.000207279
GeneticAlgorithm,split_g1_order_a-b-f-e-d-c-g0-g1_parallel_none_unroll_16,0.000312918,13.9781,0.000217643
GeneticAlgorithm,split_g1_order_d-b-e-a-c-f-g0-g1_parallel_none_unroll_1,0.000342297,12.7784,0.000207279
GeneticAlgorithm,split_g1_order_f-e-c-b-d-a-g0-g1_parallel_none_unroll_1,0.000308318,14.1866,0.000207279
GeneticAlgorithm,split_g1_order_c-d-e-a-f-b-g0-g1_parallel_none_unroll_1,0.00027982,15.6315,0.000207279
GeneticAlgorithm,split_g1_order_a-e-b-c-f-d-g0-g1_parallel_none_unroll_16,0.000168475,25.9623,0.000217643
GeneticAlgorithm,split_g1_order_a-b-e-d-c-f-g0-g1_parallel_none_unroll_1,0.000212828,20.5518,0.000207279
RandomSearch,split_g1_order_a-c-d-f-e-b-g0-g1_parallel_none_unroll_2,0.000647726,6.75286,0.000219661
RandomSearch,split_g1_order_a-e-c-d-f-b-g0-g1_parallel_none_unroll_4,0.00032921,13.2864,0.000219661
RandomSearch,split_g1_order_b-a-c-e-f-d-g0-g1_parallel_none_unroll_1,0.000246147,17.7699,0.000209201
RandomSearch,split_g1_order_d-f-c-a-e-b-g0-g1_parallel_none_unroll_1,0.000253484,17.2555,0.000209201
RandomSearch,split_g1_order_c-e-f-d-a-b-g0-g1_parallel_none_unroll_1,0.000176659,24.7596,0.000209201
RandomSearch,split_g1_order_a-e-f-c-b-d-g0-g1_parallel_none_unroll_1,0.000156427,27.9619,0.000209201
RandomSearch,split_g1_order_a-c-e-d-f-b-g0-g1_parallel_none_unroll_4,0.000228433,19.1478,0.000219661
RandomSearch,split_g1_order_b-a-e-f-d-c-g0-g1_parallel_none_unroll_1,0.000172548,25.3495,0.000209201
RandomSearch,split_g1_order_a-b-e-d-c-f-g0-g1_parallel_none_unroll_4,0.000175499,24.9232,0.000219661
RandomSearch,split_g1_order_c-f-d-e-a-b-g0-g1_parallel_none_unroll_1,0.000160878,27.1882,0.000209201
RandomSearch,split_g1_order_a-b-f-e-d-c-g0-g1_parallel_none_unroll_16,0.00017642,24.7931,0.000219661
RandomSearch,split_g1_order_d-b-e-a-c-f-g0-g1_parallel_none_unroll_1,0.000214658,20.3766,0.000209201
RandomSearch,split_g1_order_a-d-e-b-f-c-g0-g1_parallel_none_unroll_16,0.000188308,23.228,0.000219661
RandomSearch,split_g1_order_c-d-a-b-f-e-g0-g1_parallel_none_unroll_1,0.00029438,14.8583,0.000209201
RandomSearch,split_g1_order_d-f-c-e-b-a-g0-g1_parallel_none_unroll_1,0.000293356,14.9102,0.000209201
RandomSearch,split_g1_order_a-c-e-b-d-f-g0-g1_parallel_none_unroll_1,0.000275758,15.8617,0.000209201
RandomSearch,split_g1_order_c-b-a-f-d-e-g0-g1_parallel_none_unroll_1,0.000286974,15.2418,0.000209201
SimulatedAnnealing,split_c2_order_a-b-c0-c1_parallel_none_unroll_1,0.000224994,36.4099,0.000235457
SimulatedAnnealing,split_c4_order_a-b-c0-c1_parallel_none_unroll_1,0.00020719,39.5386,0.000235457
SimulatedAnnealing,split_c4_order_b-a-c0-c1_parallel_none_unroll_1,0.000469051,17.4651,0.000235457
SimulatedAnnealing,split_c2_order_b-a-c0-c1_parallel_none_unroll_1,0.000501459,16.3363,0.000235457
SimulatedAnnealing,split_c2_order_b-a-c0-c1_parallel_none_unroll_2,0.000290431,28.2063,0.00024723
SimulatedAnnealing,split_c2_order_a-b-c0-c1_parallel_none_unroll_2,0.000211548,38.7242,0.00024723
GeneticAlgorithm,split_c2_order_a-b-c0-c1_parallel_none_unroll_1,0.000146413,55.9513,0.000235955
GeneticAlgorithm,split_c2_order_b-a-c0-c1_parallel_none_unroll_1,0.000375801,21.7988,0.000235955
GeneticAlgorithm,split_c4_order_a-b-c0-c1_parallel_none_unroll_1,0.000213421,38.3843,0.000235955
GeneticAlgorithm,split_c4_order_b-a-c0-c1_parallel_none_unroll_1,0.000277247,29.5476,0.000235955
GeneticAlgorithm,split_c2_order_a-b-c0-c1_parallel_none_unroll_16,0.000217737,37.6233,0.000247753
GeneticAlgorithm,split_c2_order_a-b-c0-c1_parallel_none_unroll_4,0.00013243,61.859,0.000247753
GeneticAlgorithm,split_c2_order_b-a-c0-c1_parallel_none_unroll_2,0.000497059,16.4809,0.000247753
GeneticAlgorithm,split_c2_order_a-b-c0-c1_parallel_none_unroll_2,0.000224206,36.5378,0.000247753
GeneticAlgorithm,split_c2_order_a-b-c0-c1_parallel_none_unroll_8,0.000207142,39.5478,0.000247753
GeneticAlgorithm,split_c2_order_b-a-c0-c1_parallel_none_unroll_1,0.000375801,21.7988,0.000235955
GeneticAlgorithm,split_c2_order_a-b-c0-c1_parallel_none_unroll_1,0.000146413,55.9513,0.000235955
GeneticAlgorithm,split_c4_order_a-b-c0-c1_parallel_none_unroll_1,0.000213421,38.3843,0.000235955
GeneticAlgorithm,split_c8_order_a-b-c0-c1_parallel_none_unroll_1,0.000183091,44.7428,0.000235955
GeneticAlgorithm,split_c16_order_a-b-c0-c1_parallel_none_unroll_1,0.000160535,51.0293,0.000235955
